0.018171,2000,1730
0.038207,2000,1730
0.058130,2000,1730
0.078232,2000,1730
0.098224,2000,1730
0.118166,2000,1730
0.138219,2000,1730
0.158221,2000,1730
0.178202,2000,1730
0.198192,2000,1730
0.218148,2000,1730
0.238526,2000,1730
0.258481,2000,1730
0.278376,2000,1730
0.298198,2000,1730
0.318248,2000,1730
0.338270,2000,1730
0.358235,2000,1730
0.378099,2000,1730
0.398076,2000,1730
0.418251,2000,1730
0.438175,2000,1730
0.458277,2000,1730
0.478459,2000,1730
0.498295,2000,1730
0.518287,2000,1730
0.538263,2000,1730
0.558090,2000,1730
0.578095,2000,1730
0.598055,2000,1730
0.618097,2000,1730
0.638116,2000,1730
0.658207,2000,1730
0.678148,2000,1730
0.698139,2000,1730
0.718261,2000,1730
0.738130,2000,1730
0.758147,2000,1730
0.778095,2000,1730
0.798095,2000,1730
0.818245,2000,1730
0.838299,2000,1730
0.858087,2000,1730
0.878052,2000,1730
0.898077,2000,1730
0.918110,2000,1730
0.938264,2000,1730
0.958128,2000,1730
0.978114,2000,1730
0.998027,2000,1730
1.018031,2000,1730
1.038043,2000,1730
1.058132,2000,1730
1.078027,2000,1730
1.098132,2000,1730
1.118075,2000,1730
1.138088,2000,1730
1.158153,2000,1730
1.178150,2000,1730
1.198130,2000,1730
1.218103,2000,1730
1.238130,2000,1730
1.258108,2000,1730
1.278161,2000,1730
1.298222,2000,1730
1.318148,2000,1730
1.338116,2000,1730
1.358116,2000,1730
1.378010,2000,1730
1.398002,2000,1730
1.418008,2000,1730
1.438003,2000,1730
1.457993,2000,1730
1.478027,2000,1730
1.497994,2000,1730
1.518167,2000,1730
1.538138,2000,1730
1.558229,2000,1730
1.578016,2000,1730
1.598023,2000,1730
1.618754,2000,1730
1.637986,2000,1730
1.658005,2000,1730
1.677994,2000,1730
1.697978,2000,1730
1.718007,2000,1730
1.738107,2000,1730
1.758015,2000,1730
1.778021,2000,1730
1.797887,2000,1730
1.817944,2000,1730
1.837863,2000,1730
