0.016228,2270,2000
0.036261,2268,1998
0.056163,2264,1997
0.076255,2264,1996
0.096265,2264,1993
0.116254,2263,1992
0.136126,2261,1989
0.156143,2260,1985
0.176154,2258,1982
0.196030,2255,1979
0.216012,2253,1975
0.236005,2250,1971
0.256005,2247,1967
0.275944,2244,1963
0.295937,2241,1959
0.316064,2237,1955
0.336020,2234,1951
0.355783,2230,1946
0.375766,2226,1942
0.395764,2222,1937
0.415760,2218,1933
0.435756,2214,1928
0.455752,2210,1923
0.475579,2206,1919
0.495652,2201,1914
0.515640,2197,1909
0.535629,2192,1904
0.555503,2188,1899
0.575431,2183,1894
0.595505,2179,1889
0.615523,2174,1884
0.635509,2169,1879
0.655376,2164,1874
0.675362,2160,1869
0.695376,2155,1864
0.715384,2150,1858
0.735399,2145,1853
0.755249,2140,1847
0.775252,2135,1842
0.795238,2130,1837
0.815199,2125,1831
0.835365,2120,1826
0.855258,2115,1820
0.875246,2110,1815
0.895050,2105,1809
0.915380,2100,1804
0.935271,2095,1798
0.954965,2090,1792
0.975040,2085,1787
0.994951,2080,1781
1.014961,2075,1776
1.034797,2069,1770
1.054633,2064,1765
1.074774,2059,1759
1.094803,2054,1753
1.115016,2048,1748
1.134953,2043,1742
1.154769,2038,1736
1.174755,2032,1731
1.194657,2027,1725
1.214667,2021,1719
1.234635,2016,1714
1.254642,2010,1708
1.274625,2005,1702
1.294623,1999,1697
1.314466,1993,1692
1.334508,1987,1686
1.354537,1982,1681
1.374383,1976,1675
1.394374,1970,1670
1.414387,1964,1665
1.434391,1958,1659
1.454504,1952,1654
1.474381,1946,1649
1.494309,1940,1643
1.514257,1934,1638
1.534263,1928,1633
1.554263,1922,1627
1.574248,1916,1622
1.594250,1910,1617
1.614121,1904,1612
1.634084,1898,1607
1.654137,1892,1601
1.674008,1885,1596
1.694002,1879,1591
1.713940,1873,1585
1.734003,1867,1580
1.753897,1860,1575
1.773884,1854,1569
1.793875,1848,1564
1.813873,1842,1559
1.833921,1835,1553
1.853783,1829,1548
1.873770,1823,1542
1.893748,1817,1537
1.913756,1811,1532
1.933759,1805,1526
1.953658,1799,1521
1.973735,1793,1515
1.993708,1787,1510
2.013653,1782,1504
2.038435,1775,1497
2.058496,1770,1492
2.078509,1764,1486
2.098374,1760,1480
2.118394,1755,1474
2.138533,1750,1469
2.158279,1746,1464
2.178254,1742,1460
2.198250,1738,1458
2.218262,1735,1458
2.238220,1731,1458
2.258245,1729,1458
2.278130,1729,1458
2.298143,1729,1460
2.318165,1728,1461
2.338055,1728,1460
2.358023,1728,1461
2.378060,1728,1461
2.398001,1728,1461
2.417677,1730,1460
2.438009,1730,1460
2.457892,1730,1460
2.478021,1731,1460
2.497768,1731,1460
2.517759,1731,1460
2.537771,1731,1460
2.557769,1731,1460
2.577642,1731,1460
2.597625,1730,1460
2.617613,1730,1460
2.637643,1730,1460
2.657652,1730,1460
2.677588,1730,1460
2.697433,1730,1460
2.717503,1730,1460
2.737650,1730,1460
2.757517,1730,1460
2.777464,1730,1460
2.797380,1730,1460
2.817380,1730,1460
2.837607,1730,1460
2.857391,1730,1460
2.877388,1730,1460
2.897120,1730,1460
2.917250,1730,1460
2.937163,1730,1460
2.957255,1730,1460
2.977270,1730,1460
2.997364,1730,1460
3.017196,1730,1460
3.042380,1730,1460
3.062285,1730,1460
3.082103,1730,1460
3.102162,1730,1460
3.122026,1730,1460
3.142038,1730,1460
3.162020,1730,1460
3.182020,1730,1460
3.201969,1730,1460
3.221825,1730,1460
3.241875,1730,1460
3.262113,1730,1460
3.282012,1730,1460
3.301875,1730,1460
3.321857,1730,1460
3.341771,1730,1460
3.361772,1730,1460
3.381767,1730,1460
3.401739,1730,1460
3.421755,1730,1460
3.441724,1730,1460
3.461644,1730,1460
3.481641,1730,1460
3.501653,1730,1460
3.521672,1730,1460
3.541445,1730,1460
3.561633,1730,1460
3.581530,1730,1460
3.601445,1730,1460
3.621460,1730,1460
3.641758,1730,1460
3.661361,1730,1460
3.681399,1730,1460
3.701379,1730,1460
3.721386,1730,1460
3.741459,1730,1460
3.761251,1730,1460
3.781265,1730,1460
3.801261,1730,1460
3.821188,1730,1460
3.841268,1730,1460
3.861264,1730,1460
3.881265,1730,1460
3.901270,1730,1460
3.921253,1730,1460
3.941253,1730,1460
3.961043,1730,1460
3.981019,1730,1460
4.001076,1730,1460
4.021004,1730,1460
4.046016,1730,1460
4.066016,1730,1460
4.086009,1730,1460
4.105993,1730,1460
4.125854,1730,1460
4.146037,1730,1460
4.166036,1730,1460
4.186085,1730,1460
4.205581,1730,1460
4.225711,1730,1460
4.245801,1730,1460
4.265827,1730,1460
4.285801,1730,1460
4.305669,1730,1460
4.325738,1730,1460
4.345605,1730,1460
4.365658,1730,1460
4.385600,1730,1460
4.405626,1730,1460
4.425502,1730,1460
4.445641,1730,1460
4.465462,1730,1460
4.485534,1730,1460
4.505507,1730,1460
4.525379,1730,1460
4.545395,1730,1460
4.565403,1730,1460
4.585285,1730,1460
4.605243,1730,1460
4.625241,1730,1460
4.645304,1730,1460
4.665321,1730,1460
4.685282,1730,1460
4.705300,1730,1460
4.725268,1730,1460
